run_ts,check_name,metric_value
2026-04-04T17:15:19.108123+00:00,null_hostname,0
2026-04-04T17:15:19.108123+00:00,null_discoverymethod,0
2026-04-04T17:15:19.108123+00:00,invalid_pl_rade_range,6
2026-04-04T17:15:19.108123+00:00,invalid_sy_dist_range,0
